182,42.77
211,113.73
162,49.27
201,75.01
189,78.62
171,152.57
153,126.77
216,94.13
179,64.82
157,118.51
150,119.05
177,76.45
178,146.96
213,154.61
212,107.46
199,156.8
164,87.51
206,60.05
192,40.49
154,94.97
203,151.25
219,94.51
199,87.68
219,102.65
191,128.23
191,130.93
194,123.05
172,45.07
153,106.01
191,87.55
206,79.47
178,150.22
173,41.36
207,64.0
153,147.04
214,62.24
186,95.45
162,72.74
175,154.32
185,75.11
156,74.03
150,71.24
166,120.15
196,153.86
166,65.54
161,42.57
151,135.79
154,132.01
185,45.81
186,127.19
182,69.85
189,105.96
184,51.25
173,142.82
195,69.36
204,140.63
214,123.38
175,135.82
182,106.09
163,136.52
174,99.03
186,151.43
218,68.45
151,106.08
164,129.15
173,42.62
217,146.25
208,54.18
177,57.47
216,133.28
165,46.39
205,143.09
184,96.71
181,68.83
184,144.98
167,48.72
205,84.98
213,133.69
220,52.7
152,89.93
150,133.8
158,53.74
208,69.4
195,74.63
203,122.24
210,124.49
163,125.75
220,84.17
181,136.09
174,99.66
210,114.48
184,159.15
180,88.73
158,103.51
162,138.46
151,138.94
157,100.9
216,149.27
212,55.46
195,100.34
212,80.09
155,146.59
183,159.76
163,88.67
213,151.77
209,83.8
207,92.53
195,109.44
181,147.84
211,132.81
172,113.03
201,50.51
190,141.34
167,115.44
162,153.8
170,146.83
168,63.89
198,108.95
191,79.39
178,53.35
195,135.19
161,56.23
211,57.62
209,129.22
186,48.97
178,45.15
213,116.31
166,131.5
176,105.38
178,84.62
170,55.41
161,120.0
201,145.81
214,54.13
220,136.54
207,138.26
220,53.3
171,115.48
154,95.13
214,53.3
170,56.97
156,62.66
204,114.14
164,71.94
181,77.46
164,104.83
207,112.05
181,46.15
214,146.49
199,130.73
210,127.21
185,104.31
166,141.91
152,59.0
178,67.15
167,109.46
169,78.19
156,159.99
161,130.85
164,57.59
198,151.01
208,137.52
186,65.14
174,69.11
173,64.05
170,74.81
184,69.97
195,76.31
192,72.85
174,80.62
182,59.83
181,102.05
160,68.92
212,92.9
171,99.63
164,40.59
206,63.57
161,104.0
181,130.19
199,132.97
176,129.2
193,150.7
180,156.41
158,139.66
165,141.15
150,84.37
183,56.29
207,92.96
157,57.86
196,106.82
177,149.63
157,155.48
208,133.75
173,85.38
159,80.8
203,62.75
179,99.9
179,87.73
212,82.54
187,72.66
161,104.02
181,101.19
198,157.85
168,97.37
198,101.46
219,149.23
187,60.97
205,108.12
190,45.86
193,60.13
203,152.59
201,80.05
156,151.78
184,106.37
175,52.35
215,75.18
165,47.86
200,40.57
166,77.6
156,109.72
204,105.95
181,84.58
216,132.69
188,121.05
209,73.49
152,156.92
166,157.6
174,89.76
220,92.61
184,65.71
177,114.24
150,110.75
163,49.43
218,137.93
214,107.17
176,123.89
180,152.85
171,132.76
198,124.95
205,70.39
171,101.47
204,134.26
175,151.1
162,101.69
207,73.45
169,72.3
153,151.07
173,157.8
215,120.18
192,97.78
214,74.49
195,64.71
174,46.14
161,102.54
181,116.92
187,135.34
180,80.48
205,45.33
211,42.13
170,120.09
166,48.06
213,49.71
208,118.34
210,138.97
199,98.31
213,111.59
180,151.95
167,119.15
158,104.25
162,71.86
185,134.58
205,106.86
217,40.1
170,149.82
177,49.15
174,91.84
184,121.25
168,126.07
220,113.52
175,119.19
200,108.85
205,54.79
172,146.5
203,79.77
209,67.56
187,107.37
170,68.14
204,116.05
154,152.29
158,43.22
173,54.86
173,83.49
205,159.42
171,47.75
162,110.89
170,77.03
180,128.35
192,53.65
191,81.83
220,111.51
206,99.07
219,149.81
171,113.24
192,137.95
165,133.49
161,111.86
163,99.08
218,131.09
189,136.71
203,95.79
190,141.27
157,134.46
153,155.26
184,157.35
180,48.65
210,142.33
218,83.5
215,48.93
176,120.83
209,98.27
176,80.99
180,40.5
179,156.28
220,45.12
154,152.93
187,137.91
197,41.12
202,107.73
169,88.55
211,59.86
216,62.2
180,146.35
160,74.43
182,47.08
156,147.44
182,95.18
213,151.65
206,115.35
196,118.06
190,78.19
219,40.1
182,149.56
198,119.26
176,77.86
216,56.8
180,104.58
182,123.66
181,111.03
164,72.41
167,68.34
173,53.34
158,136.07
218,105.49
197,110.31
216,152.57
157,127.47
164,41.77
219,112.36
213,88.9
195,47.27
188,58.46
188,158.24
155,94.52
158,50.05
209,40.01
151,93.06
178,144.09
166,146.8
150,159.94
218,147.83
210,154.32
183,159.22
160,110.52
190,49.57
188,83.02
174,70.49
185,120.88
189,133.71
184,47.75
151,140.88
170,71.79
196,91.08
192,68.02
190,56.07
151,113.77
181,63.43
201,69.59
194,80.75
156,63.09
172,40.21
195,73.42
195,66.93
212,48.89
161,87.84
210,103.92
163,132.51
194,102.85
201,119.45
160,95.01
220,83.99
217,125.23
176,72.06
150,71.01
205,127.8
185,84.63
181,122.91
180,154.39
174,45.63
158,49.83
198,45.72
172,101.4
202,102.31
209,132.42
192,55.44
208,101.51
158,73.23
181,78.07
167,86.43
219,88.84
194,72.25
183,73.67
160,89.62
163,133.15
192,141.35
220,56.36
184,91.62
200,105.69
195,112.65
194,92.84
197,57.48
208,125.23
202,124.8
201,143.99
202,157.34
158,77.72
217,108.56
181,122.93
200,99.95
163,73.15
169,147.72
179,154.21
198,112.27
187,95.37
193,118.35
157,104.7
188,116.43
189,63.2
153,85.18
196,75.37
175,105.6
158,107.46
172,53.24
177,92.47
178,110.8
175,106.29
217,133.96
166,54.07
205,84.15
151,51.08
177,95.95
158,132.75
179,99.69
169,111.32
179,128.56
166,101.8
192,156.99
179,114.31
196,41.93
152,132.19
176,56.64
183,83.16
150,83.64
157,73.17
155,42.64
186,108.97
216,123.53
217,67.17
163,152.6
210,52.83
162,137.55
215,67.11
184,45.84
190,138.74
187,95.42
218,71.32
171,77.23
207,54.86
208,114.32
211,71.89
210,88.56
191,92.0
160,141.15
204,145.6
170,93.22
189,68.58
160,87.15
192,49.59
166,130.97
211,151.85
220,125.93
203,120.69
150,142.17
209,124.01
188,147.74
202,52.92
166,117.51
159,143.1
151,143.95
199,112.84
162,57.39
170,63.31
197,141.08
198,63.36
218,80.23
155,138.33
185,47.39
177,61.65
213,58.82
212,54.15
218,137.52
205,72.09
165,153.14
155,140.77
202,44.9
174,63.35
200,95.69
152,80.18
174,48.33
220,138.8
186,124.66
200,83.72
220,93.41
165,51.79
184,45.62
219,54.1
154,77.84
161,87.6
192,74.79
208,46.74
183,94.7
170,123.44
188,52.27
200,79.57
170,54.39
155,112.82
154,102.59
164,111.59
161,138.8
209,110.65
197,65.79
165,49.97
170,79.12
168,132.93
153,123.3
169,107.71
173,80.86
165,57.93
189,158.84
184,64.9
160,131.99
202,126.96
203,88.99
153,94.47
